contract_version,dataset_id,source_system,source_record_id,supplier_code,document_number,document_type,issue_date,posting_date,reporting_period_start,reporting_period_end,currency,declared_net,declared_tax,declared_gross,line_number,description,item_code,quantity,unit_price,net_amount,tax_category,tax_rate,tax_amount,gross_amount,line_currency
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000038,SUP-008,INV-202607-000038,INVOICE,2026-07-18,2026-07-19,2026-07-01,2026-08-01,SGD,2605.06,234.45,2839.51,2,"Synthetic service, invoice 000038 line 02",ITEM-002,5.0000,486.72,2433.60,STANDARD_RATED,0.0900,219.02,2652.62,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000039,SUP-009,INV-202607-000039,INVOICE,2026-07-15,2026-07-17,2026-07-01,2026-08-01,SGD,3160.31,284.43,3444.74,1,"Synthetic service, invoice 000039 line 01",ITEM-001,4.0000,116.14,464.56,STANDARD_RATED,0.0900,41.81,506.37,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000039,SUP-009,INV-202607-000039,INVOICE,2026-07-15,2026-07-17,2026-07-01,2026-08-01,SGD,3160.31,284.43,3444.74,2,"Synthetic service, invoice 000039 line 02",ITEM-002,5.0000,61.46,307.30,STANDARD_RATED,0.0900,27.66,334.96,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000039,SUP-009,INV-202607-000039,INVOICE,2026-07-15,2026-07-17,2026-07-01,2026-08-01,SGD,3160.31,284.43,3444.74,3,"Synthetic service, invoice 000039 line 03",ITEM-003,5.0000,477.69,2388.45,STANDARD_RATED,0.0900,214.96,2603.41,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000040,SUP-010,INV-202607-000040,INVOICE,2026-07-14,2026-07-15,2026-07-01,2026-08-01,SGD,1273.80,114.64,1388.44,1,"Synthetic service, invoice 000040 line 01",ITEM-001,5.0000,78.54,392.70,STANDARD_RATED,0.0900,35.34,428.04,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000040,SUP-010,INV-202607-000040,INVOICE,2026-07-14,2026-07-15,2026-07-01,2026-08-01,SGD,1273.80,114.64,1388.44,2,"Synthetic service, invoice 000040 line 02",ITEM-002,2.0000,440.55,881.10,STANDARD_RATED,0.0900,79.30,960.40,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000041,SUP-001,INV-202607-000041,INVOICE,2026-07-09,2026-07-09,2026-07-01,2026-08-01,SGD,318.99,28.71,347.70,1,"Synthetic service, invoice 000041 line 01",ITEM-001,1.0000,34.90,34.90,STANDARD_RATED,0.0900,3.14,38.04,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000041,SUP-001,INV-202607-000041,INVOICE,2026-07-09,2026-07-09,2026-07-01,2026-08-01,SGD,318.99,28.71,347.70,2,"Synthetic service, invoice 000041 line 02",ITEM-002,1.0000,284.09,284.09,STANDARD_RATED,0.0900,25.57,309.66,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000042,SUP-002,INV-202607-000042,INVOICE,2026-07-08,2026-07-09,2026-07-01,2026-08-01,SGD,1878.84,169.10,2047.94,1,"Synthetic service, invoice 000042 line 01",ITEM-001,1.0000,61.36,61.36,STANDARD_RATED,0.0900,5.52,66.88,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000042,SUP-002,INV-202607-000042,INVOICE,2026-07-08,2026-07-09,2026-07-01,2026-08-01,SGD,1878.84,169.10,2047.94,2,"Synthetic service, invoice 000042 line 02",ITEM-002,3.0000,294.21,882.63,STANDARD_RATED,0.0900,79.44,962.07,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000042,SUP-002,INV-202607-000042,INVOICE,2026-07-08,2026-07-09,2026-07-01,2026-08-01,SGD,1878.84,169.10,2047.94,3,"Synthetic service, invoice 000042 line 03",ITEM-003,5.0000,186.97,934.85,STANDARD_RATED,0.0900,84.14,1018.99,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000043,SUP-003,INV-202607-000043,INVOICE,2026-07-07,2026-07-09,2026-07-01,2026-08-01,SGD,1494.74,134.53,1629.27,1,"Synthetic service, invoice 000043 line 01",ITEM-001,2.0000,222.15,444.30,STANDARD_RATED,0.0900,39.99,484.29,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000043,SUP-003,INV-202607-000043,INVOICE,2026-07-07,2026-07-09,2026-07-01,2026-08-01,SGD,1494.74,134.53,1629.27,2,"Synthetic service, invoice 000043 line 02",ITEM-002,2.0000,190.44,380.88,STANDARD_RATED,0.0900,34.28,415.16,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000043,SUP-003,INV-202607-000043,INVOICE,2026-07-07,2026-07-09,2026-07-01,2026-08-01,SGD,1494.74,134.53,1629.27,3,"Synthetic service, invoice 000043 line 03",ITEM-003,4.0000,167.39,669.56,STANDARD_RATED,0.0900,60.26,729.82,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000044,SUP-004,INV-202607-000044,INVOICE,2026-07-05,2026-07-05,2026-07-01,2026-08-01,SGD,391.40,35.22,426.62,1,"Synthetic service, invoice 000044 line 01",ITEM-001,4.0000,51.29,205.16,STANDARD_RATED,0.0900,18.46,223.62,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000044,SUP-004,INV-202607-000044,INVOICE,2026-07-05,2026-07-05,2026-07-01,2026-08-01,SGD,391.40,35.22,426.62,2,"Synthetic service, invoice 000044 line 02",ITEM-002,1.0000,186.24,186.24,STANDARD_RATED,0.0900,16.76,203.00,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000045,SUP-005,INV-202607-000045,INVOICE,2026-07-16,2026-07-16,2026-07-01,2026-08-01,SGD,410.91,36.98,447.89,1,"Synthetic service, invoice 000045 line 01",ITEM-001,1.0000,410.91,410.91,STANDARD_RATED,0.0900,36.98,447.89,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000046,SUP-006,INV-202607-000046,INVOICE,2026-07-11,2026-07-13,2026-07-01,2026-08-01,SGD,434.39,39.10,473.49,1,"Synthetic service, invoice 000046 line 01",ITEM-001,1.0000,434.39,434.39,STANDARD_RATED,0.0900,39.10,473.49,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000047,SUP-007,INV-202607-000047,INVOICE,2026-07-12,2026-07-12,2026-07-01,2026-08-01,SGD,798.14,71.84,869.98,1,"Synthetic service, invoice 000047 line 01",ITEM-001,3.0000,211.73,635.19,STANDARD_RATED,0.0900,57.17,692.36,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000047,SUP-007,INV-202607-000047,INVOICE,2026-07-12,2026-07-12,2026-07-01,2026-08-01,SGD,798.14,71.84,869.98,2,"Synthetic service, invoice 000047 line 02",ITEM-002,5.0000,32.59,162.95,STANDARD_RATED,0.0900,14.67,177.62,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000048,SUP-008,INV-202607-000048,INVOICE,2026-07-12,2026-07-13,2026-07-01,2026-08-01,SGD,3501.85,315.17,3817.02,1,"Synthetic service, invoice 000048 line 01",ITEM-001,5.0000,390.31,1951.55,STANDARD_RATED,0.0900,175.64,2127.19,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000048,SUP-008,INV-202607-000048,INVOICE,2026-07-12,2026-07-13,2026-07-01,2026-08-01,SGD,3501.85,315.17,3817.02,2,"Synthetic service, invoice 000048 line 02",ITEM-002,5.0000,56.56,282.80,STANDARD_RATED,0.0900,25.45,308.25,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000048,SUP-008,INV-202607-000048,INVOICE,2026-07-12,2026-07-13,2026-07-01,2026-08-01,SGD,3501.85,315.17,3817.02,3,"Synthetic service, invoice 000048 line 03",ITEM-003,5.0000,253.50,1267.50,STANDARD_RATED,0.0900,114.08,1381.58,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000049,SUP-009,INV-202607-000049,INVOICE,2026-07-14,2026-07-16,2026-07-01,2026-08-01,SGD,630.09,56.71,686.80,1,"Synthetic service, invoice 000049 line 01",ITEM-001,3.0000,210.03,630.09,STANDARD_RATED,0.0900,56.71,686.80,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000050,SUP-010,INV-202607-000050,INVOICE,2026-07-04,2026-07-05,2026-07-01,2026-08-01,SGD,3006.16,270.56,3276.72,1,"Synthetic service, invoice 000050 line 01",ITEM-001,4.0000,471.48,1885.92,STANDARD_RATED,0.0900,169.73,2055.65,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000050,SUP-010,INV-202607-000050,INVOICE,2026-07-04,2026-07-05,2026-07-01,2026-08-01,SGD,3006.16,270.56,3276.72,2,"Synthetic service, invoice 000050 line 02",ITEM-002,2.0000,205.37,410.74,STANDARD_RATED,0.0900,36.97,447.71,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000050,SUP-010,INV-202607-000050,INVOICE,2026-07-04,2026-07-05,2026-07-01,2026-08-01,SGD,3006.16,270.56,3276.72,3,"Synthetic service, invoice 000050 line 03",ITEM-003,2.0000,354.75,709.50,STANDARD_RATED,0.0900,63.86,773.36,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000051,SUP-001,INV-202607-000051,INVOICE,2026-07-03,2026-07-04,2026-07-01,2026-08-01,SGD,485.43,43.69,529.12,1,"Synthetic service, invoice 000051 line 01",ITEM-001,3.0000,115.27,345.81,STANDARD_RATED,0.0900,31.12,376.93,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000051,SUP-001,INV-202607-000051,INVOICE,2026-07-03,2026-07-04,2026-07-01,2026-08-01,SGD,485.43,43.69,529.12,2,"Synthetic service, invoice 000051 line 02",ITEM-002,1.0000,118.66,118.66,STANDARD_RATED,0.0900,10.68,129.34,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000051,SUP-001,INV-202607-000051,INVOICE,2026-07-03,2026-07-04,2026-07-01,2026-08-01,SGD,485.43,43.69,529.12,3,"Synthetic service, invoice 000051 line 03",ITEM-003,1.0000,20.96,20.96,STANDARD_RATED,0.0900,1.89,22.85,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000052,SUP-002,INV-202607-000052,INVOICE,2026-07-15,2026-07-15,2026-07-01,2026-08-01,SGD,2456.36,221.08,2677.44,1,"Synthetic service, invoice 000052 line 01",ITEM-001,4.0000,408.35,1633.40,STANDARD_RATED,0.0900,147.01,1780.41,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000052,SUP-002,INV-202607-000052,INVOICE,2026-07-15,2026-07-15,2026-07-01,2026-08-01,SGD,2456.36,221.08,2677.44,2,"Synthetic service, invoice 000052 line 02",ITEM-002,4.0000,205.74,822.96,STANDARD_RATED,0.0900,74.07,897.03,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000053,SUP-003,INV-202607-000053,INVOICE,2026-07-26,2026-07-27,2026-07-01,2026-08-01,SGD,3316.12,298.45,3614.57,1,"Synthetic service, invoice 000053 line 01",ITEM-001,4.0000,181.40,725.60,STANDARD_RATED,0.0900,65.30,790.90,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000053,SUP-003,INV-202607-000053,INVOICE,2026-07-26,2026-07-27,2026-07-01,2026-08-01,SGD,3316.12,298.45,3614.57,2,"Synthetic service, invoice 000053 line 02",ITEM-002,4.0000,424.22,1696.88,STANDARD_RATED,0.0900,152.72,1849.60,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000053,SUP-003,INV-202607-000053,INVOICE,2026-07-26,2026-07-27,2026-07-01,2026-08-01,SGD,3316.12,298.45,3614.57,3,"Synthetic service, invoice 000053 line 03",ITEM-003,4.0000,223.41,893.64,STANDARD_RATED,0.0900,80.43,974.07,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000054,SUP-004,INV-202607-000054,INVOICE,2026-07-18,2026-07-19,2026-07-01,2026-08-01,SGD,221.30,19.92,241.22,1,"Synthetic service, invoice 000054 line 01",ITEM-001,1.0000,221.30,221.30,STANDARD_RATED,0.0900,19.92,241.22,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000055,SUP-005,INV-202607-000055,INVOICE,2026-07-21,2026-07-21,2026-07-01,2026-08-01,SGD,91.50,8.24,99.74,1,"Synthetic service, invoice 000055 line 01",ITEM-001,2.0000,45.75,91.50,STANDARD_RATED,0.0900,8.24,99.74,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000056,SUP-006,INV-202607-000056,INVOICE,2026-07-17,2026-07-17,2026-07-01,2026-08-01,SGD,505.64,45.51,551.15,1,"Synthetic service, invoice 000056 line 01",ITEM-001,4.0000,126.41,505.64,STANDARD_RATED,0.0900,45.51,551.15,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000057,SUP-007,INV-202607-000057,INVOICE,2026-07-22,2026-07-22,2026-07-01,2026-08-01,SGD,1724.00,155.16,1879.16,1,"Synthetic service, invoice 000057 line 01",ITEM-001,5.0000,344.80,1724.00,STANDARD_RATED,0.0900,155.16,1879.16,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000058,SUP-008,INV-202607-000058,INVOICE,2026-07-16,2026-07-16,2026-07-01,2026-08-01,SGD,1338.56,120.47,1459.03,1,"Synthetic service, invoice 000058 line 01",ITEM-001,4.0000,334.64,1338.56,STANDARD_RATED,0.0900,120.47,1459.03,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000059,SUP-009,INV-202607-000059,INVOICE,2026-07-09,2026-07-11,2026-07-01,2026-08-01,SGD,1610.00,144.90,1754.90,1,"Synthetic service, invoice 000059 line 01",ITEM-001,4.0000,402.50,1610.00,STANDARD_RATED,0.0900,144.90,1754.90,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000060,SUP-010,INV-202607-000060,INVOICE,2026-07-02,2026-07-04,2026-07-01,2026-08-01,SGD,968.83,87.19,1056.02,1,"Synthetic service, invoice 000060 line 01",ITEM-001,4.0000,198.48,793.92,STANDARD_RATED,0.0900,71.45,865.37,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000060,SUP-010,INV-202607-000060,INVOICE,2026-07-02,2026-07-04,2026-07-01,2026-08-01,SGD,968.83,87.19,1056.02,2,"Synthetic service, invoice 000060 line 02",ITEM-002,1.0000,174.91,174.91,STANDARD_RATED,0.0900,15.74,190.65,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000061,SUP-001,INV-202607-000061,INVOICE,2026-07-15,2026-07-16,2026-07-01,2026-08-01,SGD,2101.25,189.10,2290.35,1,"Synthetic service, invoice 000061 line 01",ITEM-001,2.0000,33.85,67.70,STANDARD_RATED,0.0900,6.09,73.79,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000061,SUP-001,INV-202607-000061,INVOICE,2026-07-15,2026-07-16,2026-07-01,2026-08-01,SGD,2101.25,189.10,2290.35,2,"Synthetic service, invoice 000061 line 02",ITEM-002,3.0000,398.24,1194.72,STANDARD_RATED,0.0900,107.52,1302.24,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000061,SUP-001,INV-202607-000061,INVOICE,2026-07-15,2026-07-16,2026-07-01,2026-08-01,SGD,2101.25,189.10,2290.35,3,"Synthetic service, invoice 000061 line 03",ITEM-003,3.0000,279.61,838.83,STANDARD_RATED,0.0900,75.49,914.32,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000062,SUP-002,INV-202607-000062,INVOICE,2026-07-15,2026-07-15,2026-07-01,2026-08-01,SGD,278.92,25.10,304.02,1,"Synthetic service, invoice 000062 line 01",ITEM-001,4.0000,69.73,278.92,STANDARD_RATED,0.0900,25.10,304.02,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000063,SUP-003,INV-202607-000063,INVOICE,2026-07-20,2026-07-22,2026-07-01,2026-08-01,SGD,184.02,16.56,200.58,1,"Synthetic service, invoice 000063 line 01",ITEM-001,2.0000,92.01,184.02,STANDARD_RATED,0.0900,16.56,200.58,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000064,SUP-004,INV-202607-000064,INVOICE,2026-07-20,2026-07-21,2026-07-01,2026-08-01,SGD,1018.89,91.70,1110.59,1,"Synthetic service, invoice 000064 line 01",ITEM-001,2.0000,72.40,144.80,STANDARD_RATED,0.0900,13.03,157.83,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000064,SUP-004,INV-202607-000064,INVOICE,2026-07-20,2026-07-21,2026-07-01,2026-08-01,SGD,1018.89,91.70,1110.59,2,"Synthetic service, invoice 000064 line 02",ITEM-002,1.0000,69.03,69.03,STANDARD_RATED,0.0900,6.21,75.24,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000064,SUP-004,INV-202607-000064,INVOICE,2026-07-20,2026-07-21,2026-07-01,2026-08-01,SGD,1018.89,91.70,1110.59,3,"Synthetic service, invoice 000064 line 03",ITEM-003,2.0000,402.53,805.06,STANDARD_RATED,0.0900,72.46,877.52,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000065,SUP-005,INV-202607-000065,INVOICE,2026-07-07,2026-07-08,2026-07-01,2026-08-01,SGD,2145.23,193.07,2338.30,1,"Synthetic service, invoice 000065 line 01",ITEM-001,1.0000,360.11,360.11,STANDARD_RATED,0.0900,32.41,392.52,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000065,SUP-005,INV-202607-000065,INVOICE,2026-07-07,2026-07-08,2026-07-01,2026-08-01,SGD,2145.23,193.07,2338.30,2,"Synthetic service, invoice 000065 line 02",ITEM-002,2.0000,414.63,829.26,STANDARD_RATED,0.0900,74.63,903.89,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000065,SUP-005,INV-202607-000065,INVOICE,2026-07-07,2026-07-08,2026-07-01,2026-08-01,SGD,2145.23,193.07,2338.30,3,"Synthetic service, invoice 000065 line 03",ITEM-003,3.0000,318.62,955.86,STANDARD_RATED,0.0900,86.03,1041.89,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000066,SUP-006,INV-202607-000066,INVOICE,2026-07-08,2026-07-09,2026-07-01,2026-08-01,SGD,1029.42,92.65,1122.07,1,"Synthetic service, invoice 000066 line 01",ITEM-001,1.0000,373.52,373.52,STANDARD_RATED,0.0900,33.62,407.14,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000066,SUP-006,INV-202607-000066,INVOICE,2026-07-08,2026-07-09,2026-07-01,2026-08-01,SGD,1029.42,92.65,1122.07,2,"Synthetic service, invoice 000066 line 02",ITEM-002,5.0000,131.18,655.90,STANDARD_RATED,0.0900,59.03,714.93,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000067,SUP-007,INV-202607-000067,INVOICE,2026-07-08,2026-07-10,2026-07-01,2026-08-01,SGD,2076.56,186.89,2263.45,1,"Synthetic service, invoice 000067 line 01",ITEM-001,4.0000,213.65,854.60,STANDARD_RATED,0.0900,76.91,931.51,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000067,SUP-007,INV-202607-000067,INVOICE,2026-07-08,2026-07-10,2026-07-01,2026-08-01,SGD,2076.56,186.89,2263.45,2,"Synthetic service, invoice 000067 line 02",ITEM-002,3.0000,407.32,1221.96,STANDARD_RATED,0.0900,109.98,1331.94,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000068,SUP-008,INV-202607-000068,INVOICE,2026-07-27,2026-07-28,2026-07-01,2026-08-01,SGD,1793.22,161.39,1954.61,1,"Synthetic service, invoice 000068 line 01",ITEM-001,1.0000,422.44,422.44,STANDARD_RATED,0.0900,38.02,460.46,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000068,SUP-008,INV-202607-000068,INVOICE,2026-07-27,2026-07-28,2026-07-01,2026-08-01,SGD,1793.22,161.39,1954.61,2,"Synthetic service, invoice 000068 line 02",ITEM-002,4.0000,151.38,605.52,STANDARD_RATED,0.0900,54.50,660.02,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000068,SUP-008,INV-202607-000068,INVOICE,2026-07-27,2026-07-28,2026-07-01,2026-08-01,SGD,1793.22,161.39,1954.61,3,"Synthetic service, invoice 000068 line 03",ITEM-003,2.0000,382.63,765.26,STANDARD_RATED,0.0900,68.87,834.13,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000069,SUP-009,INV-202607-000069,INVOICE,2026-07-19,2026-07-20,2026-07-01,2026-08-01,SGD,379.47,34.15,413.62,1,"Synthetic service, invoice 000069 line 01",ITEM-001,3.0000,126.49,379.47,STANDARD_RATED,0.0900,34.15,413.62,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000070,SUP-010,INV-202607-000070,INVOICE,2026-07-25,2026-07-25,2026-07-01,2026-08-01,SGD,318.25,28.64,346.89,1,"Synthetic service, invoice 000070 line 01",ITEM-001,5.0000,63.65,318.25,STANDARD_RATED,0.0900,28.64,346.89,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000071,SUP-001,INV-202607-000071,INVOICE,2026-07-29,2026-07-31,2026-07-01,2026-08-01,SGD,612.82,55.15,667.97,1,"Synthetic service, invoice 000071 line 01",ITEM-001,2.0000,283.79,567.58,STANDARD_RATED,0.0900,51.08,618.66,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000071,SUP-001,INV-202607-000071,INVOICE,2026-07-29,2026-07-31,2026-07-01,2026-08-01,SGD,612.82,55.15,667.97,2,"Synthetic service, invoice 000071 line 02",ITEM-002,4.0000,11.31,45.24,STANDARD_RATED,0.0900,4.07,49.31,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000072,SUP-002,INV-202607-000072,INVOICE,2026-07-18,2026-07-19,2026-07-01,2026-08-01,SGD,1741.80,156.76,1898.56,1,"Synthetic service, invoice 000072 line 01",ITEM-001,3.0000,368.57,1105.71,STANDARD_RATED,0.0900,99.51,1205.22,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000072,SUP-002,INV-202607-000072,INVOICE,2026-07-18,2026-07-19,2026-07-01,2026-08-01,SGD,1741.80,156.76,1898.56,2,"Synthetic service, invoice 000072 line 02",ITEM-002,3.0000,212.03,636.09,STANDARD_RATED,0.0900,57.25,693.34,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000073,SUP-003,INV-202607-000073,INVOICE,2026-07-26,2026-07-26,2026-07-01,2026-08-01,SGD,4816.93,433.53,5250.46,1,"Synthetic service, invoice 000073 line 01",ITEM-001,5.0000,456.55,2282.75,STANDARD_RATED,0.0900,205.45,2488.20,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000073,SUP-003,INV-202607-000073,INVOICE,2026-07-26,2026-07-26,2026-07-01,2026-08-01,SGD,4816.93,433.53,5250.46,2,"Synthetic service, invoice 000073 line 02",ITEM-002,5.0000,497.70,2488.50,STANDARD_RATED,0.0900,223.97,2712.47,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000073,SUP-003,INV-202607-000073,INVOICE,2026-07-26,2026-07-26,2026-07-01,2026-08-01,SGD,4816.93,433.53,5250.46,3,"Synthetic service, invoice 000073 line 03",ITEM-003,1.0000,45.68,45.68,STANDARD_RATED,0.0900,4.11,49.79,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000074,SUP-004,INV-202607-000074,INVOICE,2026-07-26,2026-07-28,2026-07-01,2026-08-01,SGD,617.24,55.55,672.79,1,"Synthetic service, invoice 000074 line 01",ITEM-001,2.0000,308.62,617.24,STANDARD_RATED,0.0900,55.55,672.79,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000075,SUP-005,INV-202607-000075,INVOICE,2026-07-11,2026-07-11,2026-07-01,2026-08-01,SGD,1985.62,178.70,2164.32,1,"Synthetic service, invoice 000075 line 01",ITEM-001,1.0000,125.37,125.37,STANDARD_RATED,0.0900,11.28,136.65,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000075,SUP-005,INV-202607-000075,INVOICE,2026-07-11,2026-07-11,2026-07-01,2026-08-01,SGD,1985.62,178.70,2164.32,2,"Synthetic service, invoice 000075 line 02",ITEM-002,3.0000,447.19,1341.57,STANDARD_RATED,0.0900,120.74,1462.31,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000075,SUP-005,INV-202607-000075,INVOICE,2026-07-11,2026-07-11,2026-07-01,2026-08-01,SGD,1985.62,178.70,2164.32,3,"Synthetic service, invoice 000075 line 03",ITEM-003,2.0000,259.34,518.68,STANDARD_RATED,0.0900,46.68,565.36,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000076,SUP-006,INV-202607-000076,INVOICE,2026-07-05,2026-07-06,2026-07-01,2026-08-01,SGD,31.19,2.81,34.00,1,"Synthetic service, invoice 000076 line 01",ITEM-001,1.0000,31.19,31.19,STANDARD_RATED,0.0900,2.81,34.00,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000077,SUP-007,INV-202607-000077,INVOICE,2026-07-09,2026-07-09,2026-07-01,2026-08-01,SGD,1968.40,177.16,2145.56,1,"Synthetic service, invoice 000077 line 01",ITEM-001,1.0000,229.53,229.53,STANDARD_RATED,0.0900,20.66,250.19,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000077,SUP-007,INV-202607-000077,INVOICE,2026-07-09,2026-07-09,2026-07-01,2026-08-01,SGD,1968.40,177.16,2145.56,2,"Synthetic service, invoice 000077 line 02",ITEM-002,2.0000,438.20,876.40,STANDARD_RATED,0.0900,78.88,955.28,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000077,SUP-007,INV-202607-000077,INVOICE,2026-07-09,2026-07-09,2026-07-01,2026-08-01,SGD,1968.40,177.16,2145.56,3,"Synthetic service, invoice 000077 line 03",ITEM-003,3.0000,287.49,862.47,STANDARD_RATED,0.0900,77.62,940.09,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000078,SUP-008,INV-202607-000078,INVOICE,2026-07-11,2026-07-13,2026-07-01,2026-08-01,SGD,768.45,69.16,837.61,1,"Synthetic service, invoice 000078 line 01",ITEM-001,2.0000,92.84,185.68,STANDARD_RATED,0.0900,16.71,202.39,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000078,SUP-008,INV-202607-000078,INVOICE,2026-07-11,2026-07-13,2026-07-01,2026-08-01,SGD,768.45,69.16,837.61,2,"Synthetic service, invoice 000078 line 02",ITEM-002,5.0000,64.85,324.25,STANDARD_RATED,0.0900,29.18,353.43,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000078,SUP-008,INV-202607-000078,INVOICE,2026-07-11,2026-07-13,2026-07-01,2026-08-01,SGD,768.45,69.16,837.61,3,"Synthetic service, invoice 000078 line 03",ITEM-003,2.0000,129.26,258.52,STANDARD_RATED,0.0900,23.27,281.79,SGD
1.0,smoke-v1-seed-20260731,ERP_ONE,invoice-000079,SUP-009,INV-202607-000079,INVOICE,2026-07-22,2026-07-22,2026-07-01,2026-08-01,SGD,1154.66,103.92,1258.58,1,"Synthetic service, invoice 000079 line 01",ITEM-001,2.0000,387.70,775.40,STANDARD_RATED,0.0900,69.79,845.19,SGD
